"","scenario","true.pi","dist.of.pi","num.studies","sample.sizes","heterogeneity","bias","bias.prop","RMSE","RMSE.prop","coverage"
"198",198,0.005,"beta",5,"large",0.5,-1.03173586050524e-05,-0.00206347172101048,1.76332331969007e-06,0.000352664663938013,0.957
"199",199,0.005,"beta",5,"mix",0.1,3.80286580720485e-05,0.00760573161440971,5.83843672758676e-06,0.00116768734551735,0.968
"200",200,0.005,"beta",5,"mix",0.5,-6.41046409016619e-05,-0.0128209281803324,6.07977589197738e-06,0.00121595517839548,0.968
"201",201,0.005,"beta",15,"small",0.1,5.3799317787281e-05,0.0107598635574562,1.291074950118e-05,0.002582149900236,0.955
"202",202,0.005,"beta",15,"small",0.5,-8.19101611422711e-05,-0.0163820322284542,1.24088047162295e-05,0.0024817609432459,0.962
"203",203,0.005,"beta",15,"medium",0.1,6.26599192050828e-05,0.0125319838410166,2.69170894317295e-06,0.00053834178863459,0.953
"204",204,0.005,"beta",15,"medium",0.5,0.000103839844721726,0.0207679689443452,2.81485972645659e-06,0.000562971945291317,0.964
"205",205,0.005,"beta",15,"large",0.1,-3.93390992022958e-06,-0.000786781984045917,5.57335895102722e-07,0.000111467179020544,0.947
"206",206,0.005,"beta",15,"large",0.5,2.57893872241581e-05,0.00515787744483162,5.17304466647749e-07,0.00010346089332955,0.961
"207",207,0.005,"beta",15,"mix",0.1,1.2135330991867e-05,0.00242706619837339,3.26227772360162e-06,0.000652455544720324,0.959
"208",208,0.005,"beta",15,"mix",0.5,-3.5886130108552e-05,-0.00717722602171041,3.39873030677806e-06,0.000679746061355612,0.964
"209",209,0.005,"beta",30,"small",0.1,-7.69173526806944e-05,-0.0153834705361389,6.28505309900181e-06,0.00125701061980036,0.958
"210",210,0.005,"beta",30,"small",0.5,-3.89241733340258e-05,-0.00778483466680517,5.954674321703e-06,0.0011909348643406,0.965
"211",211,0.005,"beta",30,"medium",0.1,-4.15536467141595e-05,-0.0083107293428319,1.32357842624276e-06,0.000264715685248553,0.955
"212",212,0.005,"beta",30,"medium",0.5,2.08049587079256e-05,0.00416099174158513,1.25336306855941e-06,0.000250672613711882,0.959
"213",213,0.005,"beta",30,"large",0.1,-6.55019927293148e-06,-0.0013100398545863,3.03033482275507e-07,6.06066964551013e-05,0.937
"214",214,0.005,"beta",30,"large",0.5,-2.93192941575e-05,-0.0058638588315,3.05027370628706e-07,6.10054741257412e-05,0.941
"215",215,0.005,"beta",30,"mix",0.1,-3.09710613499617e-06,-0.000619421226999234,1.48594165914572e-06,0.000297188331829144,0.947
"216",216,0.005,"beta",30,"mix",0.5,1.97840088538209e-05,0.00395680177076419,1.23891688218847e-06,0.000247783376437694,0.967
"217",217,0.01,"NA",5,"small",0,5.75275696362062e-05,0.00575275696362062,7.02904602918245e-05,0.00702904602918245,0.97
"218",218,0.01,"NA",5,"medium",0,0.000170036821707755,0.0170036821707755,1.58993658881802e-05,0.00158993658881802,0.961
"219",219,0.01,"NA",5,"large",0,-7.58764750470592e-06,-0.000758764750470592,3.42459481307724e-06,0.000342459481307724,0.949
"220",220,0.01,"NA",5,"mix",0,4.74150267321815e-05,0.00474150267321815,1.12320249999984e-05,0.00112320249999984,0.968
"221",221,0.01,"NA",5,"small",0,4.26867700763274e-06,0.000426867700763275,7.35927058453799e-05,0.00735927058453799,0.965
"222",222,0.01,"NA",5,"medium",0,-0.000151113057656907,-0.0151113057656907,1.52296830147801e-05,0.00152296830147801,0.968
"223",223,0.01,"NA",5,"large",0,3.08973018137268e-05,0.00308973018137268,3.22749034803849e-06,0.000322749034803849,0.958
"224",224,0.01,"NA",5,"mix",0,5.28236467632215e-05,0.00528236467632215,1.15172728787906e-05,0.00115172728787906,0.955
"225",225,0.01,"NA",15,"small",0,0.000178803002978375,0.0178803002978375,2.479095956077e-05,0.002479095956077,0.969
"226",226,0.01,"NA",15,"medium",0,-8.37428924700302e-05,-0.00837428924700302,5.767204126969e-06,0.0005767204126969,0.944
"227",227,0.01,"NA",15,"large",0,-6.26415189842976e-05,-0.00626415189842976,1.11852894755224e-06,0.000111852894755224,0.951
"228",228,0.01,"NA",15,"mix",0,8.21027208344724e-05,0.00821027208344724,6.58680240567576e-06,0.000658680240567576,0.947
"229",229,0.01,"NA",15,"small",0,0.000195241927744669,0.0195241927744669,2.41862252707965e-05,0.00241862252707965,0.968
"230",230,0.01,"NA",15,"medium",0,6.0105948883775e-07,6.01059488837754e-05,5.36544256978879e-06,0.000536544256978879,0.946
"231",231,0.01,"NA",15,"large",0,-8.73221296871725e-06,-0.000873221296871725,1.08467446589873e-06,0.000108467446589873,0.949
"232",232,0.01,"NA",15,"mix",0,-0.000162191270314132,-0.0162191270314132,5.85564326982866e-06,0.000585564326982866,0.958
"233",233,0.01,"NA",30,"small",0,0.000129071105144696,0.0129071105144696,1.17633702654585e-05,0.00117633702654585,0.966
"234",234,0.01,"NA",30,"medium",0,-4.4339435504615e-05,-0.0044339435504615,2.49438781368364e-06,0.000249438781368364,0.963
"235",235,0.01,"NA",30,"large",0,-3.08887478165067e-05,-0.00308887478165067,5.36308587269168e-07,5.36308587269168e-05,0.952
"236",236,0.01,"NA",30,"mix",0,-9.45453112597656e-05,-0.00945453112597656,2.81929307713442e-06,0.000281929307713442,0.945
"237",237,0.01,"NA",30,"small",0,-9.36016768551262e-05,-0.00936016768551262,1.24291525792743e-05,0.00124291525792743,0.952
"238",238,0.01,"NA",30,"medium",0,-9.68459208110605e-05,-0.00968459208110605,2.5677937967542e-06,0.00025677937967542,0.949
"239",239,0.01,"NA",30,"large",0,4.88118355710915e-07,4.88118355710914e-05,5.70272640644272e-07,5.70272640644272e-05,0.944
"240",240,0.01,"NA",30,"mix",0,8.99627078470498e-05,0.00899627078470498,2.83298015000215e-06,0.000283298015000215,0.947
"241",241,0.01,"unif",5,"small",0.1,-6.58167186189494e-05,-0.00658167186189494,7.81375845860749e-05,0.00781375845860749,0.953
"242",242,0.01,"unif",5,"small",0.5,0.000226537000442122,0.0226537000442122,7.39738173165708e-05,0.00739738173165708,0.962
"243",243,0.01,"unif",5,"medium",0.1,0.000146129519571402,0.0146129519571402,1.68558923085613e-05,0.00168558923085613,0.97
"244",244,0.01,"unif",5,"medium",0.5,5.02594668223049e-05,0.00502594668223049,1.63321988510397e-05,0.00163321988510397,0.96
"245",245,0.01,"unif",5,"large",0.1,3.60731712247759e-05,0.00360731712247759,3.36288163451412e-06,0.000336288163451412,0.952
"246",246,0.01,"unif",5,"large",0.5,1.81452996078897e-05,0.00181452996078897,3.18700515559598e-06,0.000318700515559598,0.955
"247",247,0.01,"unif",5,"mix",0.1,9.84902114353536e-05,0.00984902114353536,1.16520121228458e-05,0.00116520121228458,0.96
"248",248,0.01,"unif",5,"mix",0.5,-9.12519184076203e-05,-0.00912519184076203,1.16613467482843e-05,0.00116613467482843,0.959
"249",249,0.01,"unif",15,"small",0.1,9.14937735145268e-05,0.00914937735145268,2.52317706355629e-05,0.00252317706355629,0.962
"250",250,0.01,"unif",15,"small",0.5,-0.000127921949920824,-0.0127921949920824,2.30789269482498e-05,0.00230789269482498,0.971
"251",251,0.01,"unif",15,"medium",0.1,-0.000101337112329363,-0.0101337112329363,5.44032307181425e-06,0.000544032307181425,0.95
"252",252,0.01,"unif",15,"medium",0.5,-3.38838847720411e-05,-0.00338838847720411,5.01150243164644e-06,0.000501150243164644,0.958
"253",253,0.01,"unif",15,"large",0.1,3.04561775922888e-05,0.00304561775922888,1.08435828564178e-06,0.000108435828564178,0.957
"254",254,0.01,"unif",15,"large",0.5,3.99545121730599e-05,0.00399545121730599,1.20485487149574e-06,0.000120485487149574,0.941
"255",255,0.01,"unif",15,"mix",0.1,5.42358738782697e-05,0.00542358738782697,6.82789514032612e-06,0.000682789514032612,0.951
"256",256,0.01,"unif",15,"mix",0.5,6.49752014469476e-05,0.00649752014469476,5.93577708275432e-06,0.000593577708275432,0.959
"257",257,0.01,"unif",30,"small",0.1,-0.00031356743268704,-0.031356743268704,1.22279064981739e-05,0.00122279064981739,0.961
"258",258,0.01,"unif",30,"small",0.5,-0.000200325473736562,-0.0200325473736562,1.21118024964996e-05,0.00121118024964996,0.961
"259",259,0.01,"unif",30,"medium",0.1,3.54324066020854e-09,3.54324066020712e-07,2.47736965405911e-06,0.000247736965405911,0.957
"260",260,0.01,"unif",30,"medium",0.5,-9.14621143369629e-05,-0.00914621143369629,2.77340013880712e-06,0.000277340013880712,0.941
"261",261,0.01,"unif",30,"large",0.1,1.47128070890777e-05,0.00147128070890777,5.77422427388904e-07,5.77422427388904e-05,0.948
"262",262,0.01,"unif",30,"large",0.5,-8.09061850311153e-06,-0.000809061850311153,5.36961205863345e-07,5.36961205863345e-05,0.961
"263",263,0.01,"unif",30,"mix",0.1,-6.57434661281769e-05,-0.00657434661281769,2.65458114446379e-06,0.000265458114446379,0.957
"264",264,0.01,"unif",30,"mix",0.5,6.79053826824137e-06,0.000679053826824137,2.74468399383121e-06,0.000274468399383121,0.953
"265",265,0.01,"beta",5,"small",0.1,8.35183653452723e-05,0.00835183653452723,7.54762226537271e-05,0.00754762226537271,0.965
"266",266,0.01,"beta",5,"small",0.5,-8.7976371171863e-05,-0.0087976371171863,8.17896549196299e-05,0.00817896549196299,0.958
"267",267,0.01,"beta",5,"medium",0.1,8.80884909801454e-05,0.00880884909801454,1.74349164859029e-05,0.00174349164859029,0.959
"268",268,0.01,"beta",5,"medium",0.5,-8.02223378070369e-05,-0.00802223378070369,1.77334589600962e-05,0.00177334589600962,0.953
"269",269,0.01,"beta",5,"large",0.1,2.18313336891433e-05,0.00218313336891433,3.2683945642477e-06,0.00032683945642477,0.957
"270",270,0.01,"beta",5,"large",0.5,5.6508792062644e-05,0.0056508792062644,3.29104932779092e-06,0.000329104932779092,0.965
"271",271,0.01,"beta",5,"mix",0.1,-8.12305356991745e-05,-0.00812305356991745,1.20648605297092e-05,0.00120648605297092,0.962
"272",272,0.01,"beta",5,"mix",0.5,1.41132123554549e-05,0.00141132123554549,1.31524835244084e-05,0.00131524835244084,0.946
"273",273,0.01,"beta",15,"small",0.1,0.000136980374492025,0.0136980374492025,2.41566695655082e-05,0.00241566695655082,0.961
"274",274,0.01,"beta",15,"small",0.5,-0.000220523840579754,-0.0220523840579754,2.38477606383847e-05,0.00238477606383847,0.967
"275",275,0.01,"beta",15,"medium",0.1,2.07873075402411e-06,0.000207873075402411,5.56360249091904e-06,0.000556360249091904,0.943
"276",276,0.01,"beta",15,"medium",0.5,-1.62918188847472e-05,-0.00162918188847472,4.77491578101282e-06,0.000477491578101282,0.968
"277",277,0.01,"beta",15,"large",0.1,1.15848536614801e-05,0.00115848536614801,1.04078910664675e-06,0.000104078910664675,0.955
"278",278,0.01,"beta",15,"large",0.5,-3.14965287318808e-05,-0.00314965287318808,1.04398015853463e-06,0.000104398015853463,0.957
"279",279,0.01,"beta",15,"mix",0.1,4.01550416124415e-05,0.00401550416124415,6.14124590129453e-06,0.000614124590129453,0.964
"280",280,0.01,"beta",15,"mix",0.5,0.000147172849009135,0.0147172849009135,6.61649780351912e-06,0.000661649780351912,0.953
"281",281,0.01,"beta",30,"small",0.1,4.82953459727735e-05,0.00482953459727735,1.1471852431852e-05,0.0011471852431852,0.965
"282",282,0.01,"beta",30,"small",0.5,6.50490970700763e-05,0.00650490970700763,1.11567407599558e-05,0.00111567407599558,0.973
"283",283,0.01,"beta",30,"medium",0.1,7.76174996166939e-06,0.000776174996166938,2.67599746519182e-06,0.000267599746519182,0.952
"284",284,0.01,"beta",30,"medium",0.5,6.97582487464928e-05,0.00697582487464928,2.76290323774841e-06,0.000276290323774841,0.952
"285",285,0.01,"beta",30,"large",0.1,6.10413612830887e-06,0.000610413612830887,5.68480750620586e-07,5.68480750620586e-05,0.944
"286",286,0.01,"beta",30,"large",0.5,-1.93162101934953e-05,-0.00193162101934953,5.77418463879152e-07,5.77418463879152e-05,0.939
"287",287,0.01,"beta",30,"mix",0.1,1.43389874417089e-05,0.00143389874417089,2.8120819051771e-06,0.00028120819051771,0.945
"288",288,0.01,"beta",30,"mix",0.5,8.10536500001976e-05,0.00810536500001976,2.52203988573106e-06,0.000252203988573106,0.963
"289",289,0.02,"NA",5,"small",0,-0.000565168735091188,-0.0282584367545594,0.000140939988150861,0.00704699940754303,0.969
"290",290,0.02,"NA",5,"medium",0,2.5751715993258e-05,0.0012875857996629,3.38756866361086e-05,0.00169378433180543,0.963
"291",291,0.02,"NA",5,"large",0,5.22404394416285e-05,0.00261202197208143,6.70853905749218e-06,0.000335426952874609,0.957
"292",292,0.02,"NA",5,"mix",0,0.000232525077478571,0.0116262538739285,2.16511241192932e-05,0.00108255620596466,0.967
"293",293,0.02,"NA",5,"small",0,0.000461283982125171,0.0230641991062585,0.000146406770902772,0.00732033854513859,0.973
"294",294,0.02,"NA",5,"medium",0,9.29580300087388e-05,0.00464790150043694,3.16642925433726e-05,0.00158321462716863,0.959
"295",295,0.02,"NA",5,"large",0,-6.97333290465244e-05,-0.00348666645232622,6.40283547544901e-06,0.00032014177377245,0.959
"296",296,0.02,"NA",5,"mix",0,9.99491697114056e-05,0.00499745848557028,2.46097516742049e-05,0.00123048758371025,0.952
"297",297,0.02,"NA",15,"small",0,0.000122041290332724,0.0061020645166362,5.17704794013145e-05,0.00258852397006573,0.956
"298",298,0.02,"NA",15,"medium",0,-0.000217195132595856,-0.0108597566297928,1.04052993506981e-05,0.000520264967534903,0.956
"299",299,0.02,"NA",15,"large",0,3.88210061820404e-05,0.00194105030910202,2.06979843040936e-06,0.000103489921520468,0.959
"300",300,0.02,"NA",15,"mix",0,9.69204687251517e-05,0.00484602343625759,1.40136333155658e-05,0.000700681665778289,0.943
"301",301,0.02,"NA",15,"small",0,0.000185215006837235,0.00926075034186176,4.7229850169138e-05,0.0023614925084569,0.963
"302",302,0.02,"NA",15,"medium",0,0.000121927994737758,0.00609639973688791,9.82692506468602e-06,0.000491346253234301,0.952
"303",303,0.02,"NA",15,"large",0,8.95404909801597e-05,0.00447702454900798,2.21123211262048e-06,0.000110561605631024,0.947
"304",304,0.02,"NA",15,"mix",0,9.38131768067044e-05,0.00469065884033522,1.23874518749011e-05,0.000619372593745055,0.96
"305",305,0.02,"NA",30,"small",0,0.000309291194295455,0.0154645597147728,2.41469354467821e-05,0.0012073467723391,0.954
"306",306,0.02,"NA",30,"medium",0,3.33311159448419e-05,0.00166655579724209,5.05323998931153e-06,0.000252661999465576,0.953
"307",307,0.02,"NA",30,"large",0,4.72925700670381e-05,0.0023646285033519,1.11905774749069e-06,5.59528873745345e-05,0.949
"308",308,0.02,"NA",30,"mix",0,7.18761194856834e-05,0.00359380597428417,5.40732202094656e-06,0.000270366101047328,0.956
"309",309,0.02,"NA",30,"small",0,8.57697864813308e-05,0.00428848932406654,2.40530877294961e-05,0.00120265438647481,0.955
"310",310,0.02,"NA",30,"medium",0,5.6732015295596e-05,0.0028366007647798,4.67425493867336e-06,0.000233712746933668,0.967
"311",311,0.02,"NA",30,"large",0,3.92162753839555e-05,0.00196081376919777,1.07788152821921e-06,5.38940764109606e-05,0.95
"312",312,0.02,"NA",30,"mix",0,2.00486423340451e-05,0.00100243211670225,5.33304038652834e-06,0.000266652019326417,0.947
"313",313,0.02,"unif",5,"small",0.1,0.000250026851345254,0.0125013425672627,0.000150640269374674,0.00753201346873371,0.969
"314",314,0.02,"unif",5,"small",0.5,-0.000116797030294429,-0.00583985151472146,0.000140051036302712,0.00700255181513559,0.966
"315",315,0.02,"unif",5,"medium",0.1,-0.000159201196177128,-0.00796005980885642,3.21156155379794e-05,0.00160578077689897,0.96
"316",316,0.02,"unif",5,"medium",0.5,-0.00023047135621984,-0.011523567810992,3.19814595832971e-05,0.00159907297916485,0.959
"317",317,0.02,"unif",5,"large",0.1,9.01759790334388e-05,0.00450879895167194,6.58266177853767e-06,0.000329133088926883,0.957
"318",318,0.02,"unif",5,"large",0.5,0.000166814116477544,0.00834070582387722,6.89270238855955e-06,0.000344635119427978,0.946
"319",319,0.02,"unif",5,"mix",0.1,-4.29456411559986e-05,-0.00214728205779993,2.35683340101853e-05,0.00117841670050926,0.956
"320",320,0.02,"unif",5,"mix",0.5,0.000165679518696966,0.00828397593484831,2.23600085843941e-05,0.00111800042921971,0.961
"321",321,0.02,"unif",15,"small",0.1,0.000101415168290617,0.00507075841453084,4.45602200053632e-05,0.00222801100026816,0.97
"322",322,0.02,"unif",15,"small",0.5,-0.000146055113548833,-0.00730275567744166,4.80812361571765e-05,0.00240406180785882,0.959
"323",323,0.02,"unif",15,"medium",0.1,-5.3125092934229e-05,-0.00265625464671145,1.1125108480494e-05,0.000556255424024697,0.941
"324",324,0.02,"unif",15,"medium",0.5,-6.1193819381471e-05,-0.00305969096907355,1.05563925729503e-05,0.000527819628647515,0.952
"325",325,0.02,"unif",15,"large",0.1,-1.59642518347266e-05,-0.000798212591736329,2.06715224237111e-06,0.000103357612118555,0.96
"326",326,0.02,"unif",15,"large",0.5,5.88025268337364e-05,0.00294012634168682,2.08718989615689e-06,0.000104359494807845,0.955
"327",327,0.02,"unif",15,"mix",0.1,3.00337828238167e-06,0.000150168914119084,1.27771320309676e-05,0.000638856601548379,0.953
"328",328,0.02,"unif",15,"mix",0.5,4.05067228667527e-05,0.00202533614333763,1.27879482608231e-05,0.000639397413041157,0.942
"329",329,0.02,"unif",30,"small",0.1,9.39617715737186e-07,4.69808857868585e-05,2.19477036120975e-05,0.00109738518060487,0.964
"330",330,0.02,"unif",30,"small",0.5,0.000202444852390818,0.0101222426195409,2.34324051605368e-05,0.00117162025802684,0.961
"331",331,0.02,"unif",30,"medium",0.1,5.6235871690355e-05,0.00281179358451775,5.29856527438812e-06,0.000264928263719406,0.94
"332",332,0.02,"unif",30,"medium",0.5,6.15269331172629e-05,0.00307634665586314,5.124958132452e-06,0.0002562479066226,0.962
"333",333,0.02,"unif",30,"large",0.1,-4.85752059843409e-05,-0.00242876029921704,1.09635331856251e-06,5.48176659281253e-05,0.951
"334",334,0.02,"unif",30,"large",0.5,1.78617425618837e-05,0.000893087128094184,1.13531276794197e-06,5.67656383970984e-05,0.948
"335",335,0.02,"unif",30,"mix",0.1,0.00019282734339919,0.00964136716995949,5.23415586377067e-06,0.000261707793188533,0.95
"336",336,0.02,"unif",30,"mix",0.5,7.21036423415878e-05,0.00360518211707939,5.49714255465414e-06,0.000274857127732707,0.949
"337",337,0.02,"beta",5,"small",0.1,-0.000549651759585924,-0.0274825879792962,0.000154956348080036,0.0077478174040018,0.96
"338",338,0.02,"beta",5,"small",0.5,4.49804649497217e-05,0.00224902324748608,0.000139278944608806,0.00696394723044028,0.97
"339",339,0.02,"beta",5,"medium",0.1,8.45161168694366e-05,0.00422580584347183,3.3433376377419e-05,0.00167166881887095,0.948
"340",340,0.02,"beta",5,"medium",0.5,-2.92883148598976e-06,-0.000146441574299488,2.99530490197805e-05,0.00149765245098902,0.966
"341",341,0.02,"beta",5,"large",0.1,9.92112934592464e-05,0.00496056467296232,6.24624021489835e-06,0.000312312010744917,0.96
"342",342,0.02,"beta",5,"large",0.5,-6.21366683379987e-05,-0.00310683341689993,6.46951417173726e-06,0.000323475708586863,0.95
"343",343,0.02,"beta",5,"mix",0.1,3.72249837037534e-05,0.00186124918518767,2.41483555938827e-05,0.00120741777969414,0.954
"344",344,0.02,"beta",5,"mix",0.5,-0.000105154278969687,-0.00525771394848436,2.43640584974424e-05,0.00121820292487212,0.954
"345",345,0.02,"beta",15,"small",0.1,0.000127171189618111,0.00635855948090557,4.76102017723764e-05,0.00238051008861882,0.962
"346",346,0.02,"beta",15,"small",0.5,0.00020007802000233,0.0100039010001165,4.91294641406148e-05,0.00245647320703074,0.964
"347",347,0.02,"beta",15,"medium",0.1,-3.02216969457657e-05,-0.00151108484728828,1.03386700216847e-05,0.000516933501084236,0.955
"348",348,0.02,"beta",15,"medium",0.5,7.31548240526318e-05,0.00365774120263159,1.10735502944735e-05,0.000553677514723675,0.947
"349",349,0.02,"beta",15,"large",0.1,-4.37271744076677e-05,-0.00218635872038339,2.22007024126455e-06,0.000111003512063227,0.945
"350",350,0.02,"beta",15,"large",0.5,5.75833611331134e-05,0.00287916805665567,2.16628071221425e-06,0.000108314035610712,0.956
"351",351,0.02,"beta",15,"mix",0.1,-4.9420042480709e-05,-0.00247100212403545,1.3564575018403e-05,0.000678228750920149,0.955
"352",352,0.02,"beta",15,"mix",0.5,-0.000106777042187959,-0.00533885210939795,1.28285948308486e-05,0.000641429741542432,0.958
"353",353,0.02,"beta",30,"small",0.1,0.000250028329442983,0.0125014164721491,2.3797084500879e-05,0.00118985422504395,0.959
"354",354,0.02,"beta",30,"small",0.5,-0.000209507592908826,-0.0104753796454413,2.52207979277781e-05,0.00126103989638891,0.953
"355",355,0.02,"beta",30,"medium",0.1,0.00012205791831708,0.00610289591585398,4.9164440656937e-06,0.000245822203284685,0.96
"356",356,0.02,"beta",30,"medium",0.5,0.000117448285072974,0.00587241425364869,5.20244260622824e-06,0.000260122130311412,0.955
"357",357,0.02,"beta",30,"large",0.1,-3.76883470055827e-06,-0.000188441735027914,1.12170248739527e-06,5.60851243697635e-05,0.947
"358",358,0.02,"beta",30,"large",0.5,-9.37316538138485e-05,-0.00468658269069242,1.13127404476612e-06,5.65637022383058e-05,0.954
"359",359,0.02,"beta",30,"mix",0.1,-6.06671824136206e-06,-0.000303335912068103,5.72574004798066e-06,0.000286287002399033,0.943
"360",360,0.02,"beta",30,"mix",0.5,8.21110254406651e-06,0.000410555127203326,4.96907123817525e-06,0.000248453561908762,0.961
"361",361,0.05,"NA",5,"small",0,-0.000365226972058174,-0.00730453944116347,0.000368539609196642,0.00737079218393283,0.963
"362",362,0.05,"NA",5,"medium",0,-0.000353349790951596,-0.00706699581903193,7.83807324377728e-05,0.00156761464875546,0.943
"363",363,0.05,"NA",5,"large",0,0.000396807853913778,0.00793615707827556,1.63357475880926e-05,0.000326714951761852,0.952
"364",364,0.05,"NA",5,"mix",0,-0.000155941054106078,-0.00311882108212155,5.73225139712374e-05,0.00114645027942475,0.948
"365",365,0.05,"NA",5,"small",0,0.000839154235134338,0.0167830847026868,0.000336504451721949,0.00673008903443898,0.97
"366",366,0.05,"NA",5,"medium",0,9.87685135549756e-05,0.00197537027109951,8.29770318558942e-05,0.00165954063711788,0.942
"367",367,0.05,"NA",5,"large",0,0.000160045957982972,0.00320091915965944,1.61507749772056e-05,0.000323015499544113,0.949
"368",368,0.05,"NA",5,"mix",0,-1.92547593966331e-05,-0.000385095187932663,5.68947070434481e-05,0.00113789414086896,0.947
"369",369,0.05,"NA",15,"small",0,0.000120806360555093,0.00241612721110186,0.000120111471327436,0.00240222942654872,0.952
"370",370,0.05,"NA",15,"medium",0,-0.000207843091535924,-0.00415686183071848,2.6731455370875e-05,0.000534629107417501,0.944
"371",371,0.05,"NA",15,"large",0,-9.64996567532143e-05,-0.00192999313506429,5.03863850529945e-06,0.000100772770105989,0.957
"372",372,0.05,"NA",15,"mix",0,3.1887710279666e-05,0.00063775420559332,2.97429125102125e-05,0.00059485825020425,0.947
"373",373,0.05,"NA",15,"small",0,0.000157155718918033,0.00314311437836065,0.000116702606840111,0.00233405213680222,0.953
"374",374,0.05,"NA",15,"medium",0,-1.74045275258987e-05,-0.000348090550517974,2.58804594314941e-05,0.000517609188629882,0.952
"375",375,0.05,"NA",15,"large",0,-9.9260445760313e-07,-1.98520891520626e-05,4.78274475087368e-06,9.56548950174735e-05,0.97
"376",376,0.05,"NA",15,"mix",0,-2.50105282422655e-05,-0.00050021056484531,3.42932192053079e-05,0.000685864384106158,0.942
"377",377,0.05,"NA",30,"small",0,-0.000278044505930698,-0.00556089011861396,5.7137400657018e-05,0.00114274801314036,0.953
"378",378,0.05,"NA",30,"medium",0,0.000142795943601324,0.00285591887202647,1.22698694587044e-05,0.000245397389174087,0.955
"379",379,0.05,"NA",30,"large",0,5.20443458402653e-05,0.00104088691680531,2.59823440651579e-06,5.19646881303158e-05,0.949
"380",380,0.05,"NA",30,"mix",0,9.04355168852904e-05,0.00180871033770581,1.31791391254797e-05,0.000263582782509594,0.952
"381",381,0.05,"NA",30,"small",0,-0.000430659485304361,-0.00861318970608722,5.62458507898123e-05,0.00112491701579625,0.956
"382",382,0.05,"NA",30,"medium",0,8.63394942957307e-06,0.000172678988591461,1.219119716356e-05,0.0002438239432712,0.958
"383",383,0.05,"NA",30,"large",0,-2.34372821504792e-05,-0.000468745643009585,2.65466384512871e-06,5.30932769025741e-05,0.952
"384",384,0.05,"NA",30,"mix",0,4.02240617302234e-05,0.000804481234604467,1.34794797596076e-05,0.000269589595192153,0.955
"385",385,0.05,"unif",5,"small",0.1,-0.000416315437210576,-0.00832630874421153,0.00038920294037003,0.00778405880740059,0.964
"386",386,0.05,"unif",5,"small",0.5,-0.000539504275869933,-0.0107900855173987,0.000367176807946098,0.00734353615892196,0.967
"387",387,0.05,"unif",5,"medium",0.1,0.00024290473595377,0.00485809471907539,7.98109077641334e-05,0.00159621815528267,0.955
"388",388,0.05,"unif",5,"medium",0.5,4.36435130778542e-06,8.72870261557071e-05,7.53691316723537e-05,0.00150738263344707,0.952
"389",389,0.05,"unif",5,"large",0.1,-6.77577544520217e-05,-0.00135515508904043,1.6701687954574e-05,0.00033403375909148,0.943
"390",390,0.05,"unif",5,"large",0.5,0.00010061171567237,0.0020122343134474,1.83587332877962e-05,0.000367174665755925,0.941
"391",391,0.05,"unif",5,"mix",0.1,-0.000334221428718822,-0.00668442857437644,5.95059651082399e-05,0.0011901193021648,0.949
"392",392,0.05,"unif",5,"mix",0.5,-4.53587453439059e-05,-0.000907174906878119,5.89874689242671e-05,0.00117974937848534,0.94
"393",393,0.05,"unif",15,"small",0.1,-2.51751018231355e-05,-0.000503502036462712,0.000113994374148933,0.00227988748297867,0.944
"394",394,0.05,"unif",15,"small",0.5,8.15793556662867e-05,0.00163158711332573,0.000114431063306943,0.00228862126613886,0.955
"395",395,0.05,"unif",15,"medium",0.1,0.000195078544256495,0.0039015708851299,2.63881882888909e-05,0.000527763765777817,0.944
